"president_number","president","term_number","term_start","term_end","poll_start","poll_end","polling_institute","approval","disapproval","no_opinion","sample_size"
37,"Richard Nixon",2,1973-01-20,1974-08-09,1974-01-18,1974-01-21,"Gallup Organization",26,64,10,1591
37,"Richard Nixon",2,1973-01-20,1974-08-09,1974-01-04,1974-01-07,"Gallup Organization",23,55,22,1589
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-12-07,1973-12-10,"Gallup Organization",29,60,11,1536
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-11-30,1973-12-03,"Gallup Organization",31,59,11,1550
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-11-02,1973-11-05,"Gallup Organization",27,63,10,1550
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-10-27,1973-10-28,"ORC",31,56,13,1023
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-10-19,1973-10-22,"Gallup Organization",27,60,13,1583
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-10-05,1973-10-08,"Gallup Organization",30,57,14,1576
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-09-21,1973-09-24,"Gallup Organization",33,59,8,NA
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-09-07,1973-09-10,"Gallup Organization",34,56,11,1502
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-08-17,1973-08-20,"Gallup Organization",36,54,9,1547
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-08-18,1973-08-20,"ORC",37,50,13,1017
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-08-03,1973-08-06,"Gallup Organization",31,57,11,1513
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-07-06,1973-07-09,"Gallup Organization",39,49,12,1544
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-06-22,1973-06-25,"Gallup Organization",44,45,11,1566
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-06-01,1973-06-04,"Gallup Organization",43,43,14,1560
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-05-11,1973-05-14,"Gallup Organization",44,45,10,1548
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-05-04,1973-05-07,"Gallup Organization",45,42,13,1531
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-04-27,1973-04-29,"Gallup Organization",48,40,12,1548
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-04-06,1973-04-09,"Gallup Organization",54,36,10,1528
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-03-30,1973-04-02,"Gallup Organization",58,34,9,1571
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-02-16,1973-02-19,"Gallup Organization",65,25,10,1517
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-02-13,1973-02-15,"ORC",70,19,11,1036
37,"Richard Nixon",2,1973-01-20,1974-08-09,1973-01-26,1973-01-29,"Gallup Organization",67,25,8,1508
37,"Richard Nixon",1,1969-01-20,1973-01-20,1973-01-12,1973-01-15,"Gallup Organization",51,37,12,1549
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-12-08,1972-12-11,"Gallup Organization",59,30,11,1504
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-12-04,1972-12-05,"ORC",64,25,11,1033
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-11-10,1972-11-13,"Gallup Organization",62,28,10,1462
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-10-31,1972-11-01,"ORC",62,28,10,1123
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-10-06,1972-10-08,"ORC",58,28,14,1024
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-09-29,1972-10-01,"ORC",62,27,11,980
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-08-29,1972-08-31,"ORC",63,27,10,974
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-07-19,1972-07-20,"ORC",58,31,11,1038
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-06-23,1972-06-26,"Gallup Organization",57,33,10,1535
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-06-16,1972-06-19,"Gallup Organization",59,30,11,1516
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-05-26,1972-05-29,"Gallup Organization",62,30,8,1541
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-05-09,1972-05-10,"ORC",57,33,10,1019
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-04-28,1972-05-01,"Gallup Organization",54,37,9,1542
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-04-27,1972-04-29,"ORC",52,35,13,1024
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-03-24,1972-03-27,"Gallup Organization",53,36,11,1514
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-03-18,1972-03-19,"ORC",54,35,11,1034
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-03-03,1972-03-05,"ORC",59,28,13,1048
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-03-03,1972-03-05,"Gallup Organization",56,32,12,1513
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-02-04,1972-02-07,"Gallup Organization",52,37,11,1502
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-01-26,1972-01-27,"ORC",54,36,10,1026
37,"Richard Nixon",1,1969-01-20,1973-01-20,1972-01-07,1972-01-10,"Gallup Organization",50,39,11,1517
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-12-10,1971-12-13,"Gallup Organization",50,37,13,1504
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-10-29,1971-11-02,"Gallup Organization",49,37,14,1558
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-10-08,1971-10-11,"Gallup Organization",52,38,10,1526
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-10-09,1971-10-10,"ORC",52,38,10,518
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-09-07,1971-09-08,"ORC",56,34,10,1031
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-08-27,1971-08-30,"Gallup Organization",49,39,13,1547
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-08-21,1971-08-22,"ORC",56,31,13,1002
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-07-20,1971-07-21,"ORC",54,32,14,1002
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-07-15,1971-07-18,"Gallup Organization",50,36,13,1562
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-06-25,1971-06-28,"Gallup Organization",48,39,13,1549
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-06-21,1971-06-21,"ORC",54,32,14,607
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-06-04,1971-06-07,"Gallup Organization",49,37,14,1591
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-06-05,1971-06-06,"ORC",54,33,13,1016
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-05-12,1971-05-23,"ORC",48,36,16,1513
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-05-14,1971-05-17,"Gallup Organization",49,35,15,1639
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-05-06,1971-05-07,"ORC",50,31,19,939
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-05-01,1971-05-02,"ORC",53,34,13,1026
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-04-23,1971-04-26,"Gallup Organization",50,38,12,1626
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-04-22,1971-04-22,"ORC",51,33,16,581
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-04-12,1971-04-13,"ORC",55,34,11,1092
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-04-08,1971-04-08,"ORC",52,32,16,1023
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-04-05,1971-04-06,"ORC",54,31,15,973
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-04-02,1971-04-05,"Gallup Organization",49,38,13,1541
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-04-01,1971-04-01,"ORC",41,36,23,1090
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-03-30,1971-03-30,"ORC",48,36,16,600
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-03-11,1971-03-14,"Gallup Organization",50,37,13,1561
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-03-06,1971-03-07,"ORC",51,36,13,1058
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-03-01,1971-03-03,"ORC",48,35,17,1019
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-02-19,1971-02-22,"Gallup Organization",50,37,14,1571
37,"Richard Nixon",1,1969-01-20,1973-01-20,1971-01-08,1971-01-11,"Gallup Organization",57,34,10,1502
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-12-03,1970-12-08,"Gallup Organization",52,34,14,NA
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-11-13,1970-11-17,"Gallup Organization",57,30,14,1609
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-10-09,1970-10-14,"Gallup Organization",58,28,15,1507
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-09-25,1970-09-28,"Gallup Organization",51,31,18,1497
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-09-11,1970-09-14,"Gallup Organization",57,30,13,1513
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-08-25,1970-09-01,"Gallup Organization",55,31,14,1511
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-07-31,1970-08-02,"Gallup Organization",55,32,14,1500
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-07-09,1970-07-14,"Gallup Organization",61,28,11,1523
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-06-18,1970-06-23,"Gallup Organization",54,31,14,1513
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-05-21,1970-05-26,"Gallup Organization",59,29,12,1509
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-04-29,1970-05-03,"Gallup Organization",57,32,11,1506
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-04-17,1970-04-19,"Gallup Organization",56,31,13,1534
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-03-18,1970-03-25,"Gallup Organization",53,30,17,1528
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-03-13,1970-03-15,"Gallup Organization",54,34,12,1552
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-02-27,1970-03-02,"Gallup Organization",56,27,18,1530
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-01-30,1970-02-02,"Gallup Organization",64,24,12,1541
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-01-15,1970-01-20,"Gallup Organization",63,23,14,1573
37,"Richard Nixon",1,1969-01-20,1973-01-20,1970-01-02,1970-01-05,"Gallup Organization",61,22,18,1557
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-12-12,1969-12-15,"Gallup Organization",59,23,18,1521
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-11-12,1969-11-17,"Gallup Organization",67,19,14,1537
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-10-17,1969-10-22,"Gallup Organization",56,29,15,1543
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-10-02,1969-10-07,"Gallup Organization",58,24,18,1585
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-09-17,1969-09-22,"Gallup Organization",58,23,18,1560
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-09-11,1969-09-16,"Gallup Organization",60,23,16,1606
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-08-14,1969-08-19,"Gallup Organization",62,20,18,1573
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-07-24,1969-07-29,"Gallup Organization",63,21,16,1555
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-07-10,1969-07-15,"Gallup Organization",58,22,20,1517
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-06-19,1969-06-24,"Gallup Organization",63,16,21,1551
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-05-22,1969-05-27,"Gallup Organization",62,15,23,1539
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-05-15,1969-05-20,"Gallup Organization",65,12,23,1523
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-05-01,1969-05-06,"Gallup Organization",62,15,23,1481
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-04-10,1969-04-15,"Gallup Organization",60,12,28,1607
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-03-27,1969-04-01,"Gallup Organization",62,10,27,1502
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-03-12,1969-03-17,"Gallup Organization",66,8,26,1634
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-02-20,1969-02-25,"Gallup Organization",60,6,34,1575
37,"Richard Nixon",1,1969-01-20,1973-01-20,1969-01-23,1969-01-28,"Gallup Organization",59,5,35,1503
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1969-01-01,1969-01-06,"Gallup Organization",49,38,14,1461
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-12-05,1968-12-10,"Gallup Organization",44,43,12,1497
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-11-09,1968-11-14,"Gallup Organization",43,44,13,1530
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-09-26,1968-10-01,"Gallup Organization",42,51,8,1500
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-08-07,1968-08-12,"Gallup Organization",35,52,13,1526
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-07-18,1968-07-23,"Gallup Organization",40,48,13,1526
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-06-26,1968-07-01,"Gallup Organization",39,47,13,1536
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-06-13,1968-06-18,"Gallup Organization",43,45,13,1536
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-05-23,1968-05-28,"Gallup Organization",41,45,14,1570
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-05-02,1968-05-07,"Gallup Organization",46,43,11,1507
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-04-04,1968-04-09,"Gallup Organization",50,38,12,1504
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-03-10,1968-03-15,"Gallup Organization",36,52,12,NA
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-02-22,1968-02-27,"Gallup Organization",41,48,10,1501
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-02-01,1968-02-06,"Gallup Organization",41,47,12,1500
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1968-01-04,1968-01-09,"Gallup Organization",49,39,13,1502
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-12-07,1967-12-12,"Gallup Organization",46,41,13,1549
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-11-16,1967-11-21,"Gallup Organization",42,46,12,1583
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-10-27,1967-11-01,"Gallup Organization",41,49,10,1648
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-10-06,1967-10-11,"Gallup Organization",38,51,12,1585
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-09-14,1967-09-19,"Gallup Organization",38,48,14,1523
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-08-24,1967-08-29,"Gallup Organization",39,48,13,1525
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-08-03,1967-08-08,"Gallup Organization",40,47,13,1627
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-07-13,1967-07-18,"Gallup Organization",47,39,14,1518
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-06-22,1967-06-27,"Gallup Organization",51,35,14,1549
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-06-02,1967-06-07,"Gallup Organization",44,39,16,1518
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-05-11,1967-05-16,"Gallup Organization",45,40,16,1507
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-04-19,1967-04-24,"Gallup Organization",49,37,15,2190
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-03-30,1967-04-05,"Gallup Organization",46,38,16,2253
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-03-09,1967-03-14,"Gallup Organization",45,41,14,2192
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-02-16,1967-02-21,"Gallup Organization",45,42,13,2344
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-01-26,1967-01-31,"Gallup Organization",46,37,18,2366
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1967-01-07,1967-01-12,"Gallup Organization",47,37,16,2250
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-12-08,1966-12-13,"Gallup Organization",44,47,9,1469
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-11-10,1966-11-15,"Gallup Organization",49,35,16,2294
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-10-21,1966-10-26,"Gallup Organization",44,41,15,2417
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-10-01,1966-10-06,"Gallup Organization",44,42,14,1597
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-09-08,1966-09-13,"Gallup Organization",46,39,15,1554
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-08-18,1966-08-23,"Gallup Organization",47,39,14,1509
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-07-29,1966-08-03,"Gallup Organization",51,38,10,1503
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-07-08,1966-07-13,"Gallup Organization",56,31,14,1541
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-06-16,1966-06-21,"Gallup Organization",48,39,13,1562
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-05-19,1966-05-24,"Gallup Organization",51,33,16,1523
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-05-05,1966-05-10,"Gallup Organization",46,34,20,1563
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-04-14,1966-04-19,"Gallup Organization",54,33,13,1574
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-03-24,1966-03-29,"Gallup Organization",57,28,15,1551
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-03-03,1966-03-08,"Gallup Organization",58,28,14,1623
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-02-10,1966-02-15,"Gallup Organization",56,34,10,1567
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1966-01-21,1966-01-26,"Gallup Organization",61,27,12,1446
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-12-31,1966-01-01,"Gallup Organization",59,23,17,1545
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-12-11,1965-12-16,"Gallup Organization",63,27,11,1565
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-11-18,1965-11-23,"Gallup Organization",62,22,15,1646
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-10-29,1965-11-02,"Gallup Organization",65,22,13,2399
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-10-08,1965-10-13,"Gallup Organization",66,21,13,2402
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-09-16,1965-09-21,"Gallup Organization",63,24,13,1571
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-08-27,1965-09-01,"Gallup Organization",64,25,11,1586
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-08-05,1965-08-10,"Gallup Organization",65,22,12,1599
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-07-16,1965-07-21,"Gallup Organization",66,20,14,2407
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-06-24,1965-06-29,"Gallup Organization",66,21,13,2534
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-06-04,1965-06-09,"Gallup Organization",69,19,12,1648
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-05-13,1965-05-18,"Gallup Organization",70,18,12,2285
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-04-23,1965-04-28,"Gallup Organization",64,22,14,1611
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-04-02,1965-04-07,"Gallup Organization",67,22,12,1531
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-03-18,1965-03-23,"Gallup Organization",69,21,10,1541
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-03-11,1965-03-16,"Gallup Organization",68,18,14,NA
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-02-19,1965-02-24,"Gallup Organization",69,18,14,1550
36,"Lyndon B. Johnson",2,1965-01-20,1969-01-20,1965-01-28,1965-02-02,"Gallup Organization",70,15,15,2249
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1965-01-07,1965-01-12,"Gallup Organization",71,15,14,2435
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-12-11,1964-12-16,"Gallup Organization",69,18,13,NA
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-11-20,1964-11-25,"Gallup Organization",70,19,11,1529
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-06-25,1964-06-30,"Gallup Organization",74,15,11,1581
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-06-11,1964-06-16,"Gallup Organization",74,14,12,1527
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-06-04,1964-06-09,"Gallup Organization",74,12,14,1624
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-05-22,1964-05-27,"Gallup Organization",74,13,13,1640
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-05-06,1964-05-11,"Gallup Organization",75,10,15,1607
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-04-24,1964-04-29,"Gallup Organization",75,11,14,1661
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-03-27,1964-04-02,"Gallup Organization",76,12,13,1676
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-03-13,1964-03-17,"Gallup Organization",78,9,13,1701
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-02-28,1964-03-05,"Gallup Organization",80,9,11,1662
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-02-13,1964-02-18,"Gallup Organization",74,9,18,1655
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-01-30,1964-02-05,"Gallup Organization",76,8,16,1631
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1964-01-02,1964-01-07,"Gallup Organization",77,5,18,1630
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1963-12-12,1963-12-17,"Gallup Organization",74,4,22,1577
36,"Lyndon B. Johnson",1,1963-11-22,1965-01-20,1963-12-05,1963-12-10,"Gallup Organization",78,2,20,1613
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-11-08,1963-11-13,"Gallup Organization",58,30,12,1635
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-10-11,1963-10-16,"Gallup Organization",58,29,13,1589
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-09-12,1963-09-17,"Gallup Organization",56,30,14,1550
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-08-15,1963-08-20,"Gallup Organization",63,26,11,1588
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-07-18,1963-07-23,"Gallup Organization",61,27,12,1573
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-06-21,1963-06-26,"Gallup Organization",61,26,13,1606
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-05-23,1963-05-28,"Gallup Organization",64,24,12,1658
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-05-08,1963-05-13,"Gallup Organization",65,23,12,1729
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-05-02,1963-05-07,"Gallup Organization",64,25,12,1632
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-04-04,1963-04-09,"Gallup Organization",65,21,13,1570
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-03-08,1963-03-13,"Gallup Organization",67,20,14,1675
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-02-07,1963-02-12,"Gallup Organization",70,18,12,1661
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1963-01-11,1963-01-16,"Gallup Organization",74,14,12,1525
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-12-13,1962-12-18,"Gallup Organization",76,13,11,1482
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-11-16,1962-11-21,"Gallup Organization",74,14,12,1583
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-10-19,1962-10-24,"Gallup Organization",62,25,14,1644
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-09-20,1962-09-25,"Gallup Organization",63,22,15,1701
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-08-23,1962-08-28,"Gallup Organization",68,20,13,1499
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-07-26,1962-07-31,"Gallup Organization",66,23,11,1611
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-06-28,1962-07-03,"Gallup Organization",69,19,12,1527
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-05-31,1962-06-05,"Gallup Organization",71,19,10,1512
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-05-03,1962-05-08,"Gallup Organization",74,16,10,1503
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-04-06,1962-04-11,"Gallup Organization",78,13,10,1582
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-03-08,1962-03-13,"Gallup Organization",80,12,9,1599
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-02-08,1962-02-13,"Gallup Organization",78,11,10,1529
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1962-01-11,1962-01-16,"Gallup Organization",79,10,11,1616
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-12-07,1961-12-12,"Gallup Organization",78,11,12,1500
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-11-17,1961-11-22,"Gallup Organization",79,9,12,1523
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-10-19,1961-10-24,"Gallup Organization",77,12,10,1500
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-09-21,1961-09-26,"Gallup Organization",79,10,11,1552
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-08-24,1961-08-29,"Gallup Organization",76,12,12,1534
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-07-27,1961-08-01,"Gallup Organization",75,12,13,1647
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-06-23,1961-06-28,"Gallup Organization",72,14,14,1625
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-05-28,1961-06-02,"Gallup Organization",74,11,15,1502
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-05-17,1961-05-22,"Gallup Organization",75,10,15,1545
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-05-04,1961-05-09,"Gallup Organization",77,8,14,1601
35,"John F. Kennedy",1,1961-01-20,1963-11-22,1961-04-28,1961-05-03,"Gallup Organization",83,5,12,NA
